<<<<<<< HEAD
Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9005,Male,Myeloma,05yrs,150923,23,9.9,6.2,15.5,124932,20,10.1,6.0,16.4,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Myeloma,05yrs,140312,,,,,75732,,,,,47323,,,,,11924,,,,,Kent 3
A9007,Male,Myeloma,05yrs,170203,18,7.7,4.5,12.7,119592,,,,,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Myeloma,05yrs,143953,,,,,68794,,,,,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Myeloma,05yrs,160453,20,15.2,8.7,24.4,111699,,,,,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Myeloma,05yrs,146512,,,,,71480,,,,,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Myeloma,05yrs,142998,,,,,102522,,,,,26991,,,,,10280,,,,,Kent 2
A9012,Male,Myeloma,05yrs,141909,16,11.0,6.1,18.1,56765,,,,,53581,,,,,24586,,,,,New Castle 6
A9013,Male,Myeloma,05yrs,139059,,,,,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Myeloma,05yrs,154211,,,,,86423,,,,,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Myeloma,05yrs,187917,28,8.8,5.7,13.2,131528,22,8.4,5.0,14.1,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Myeloma,05yrs,796689060,76648,8.6,8.6,8.7,494184486,52327,7.8,7.7,7.9,101599058,14076,16.8,16.5,17.1,146366990,6939,8.0,7.8,8.2,
Statewide,Male,Myeloma,05yrs,2314799,237,8.0,7.0,9.2,1470172,160,7.0,5.9,8.2,513681,66,13.4,10.3,17.2,225177,,,,,
A9001,Both,Stomach,05yrs,313287,16,4.8,2.7,8.0,233407,,,,,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Stomach,05yrs,294749,20,5.9,3.5,9.3,191624,,,,,75967,,,,,17558,,,,,Kent 1
A9003,Both,Stomach,05yrs,329254,41,8.0,5.7,11.1,244777,28,6.5,4.2,9.8,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Stomach,05yrs,386847,44,5.3,3.6,7.7,334087,37,4.8,3.1,7.5,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Stomach,05yrs,315313,20,3.7,2.2,6.1,261890,16,3.4,1.9,6.1,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Stomach,05yrs,294002,25,7.3,4.6,10.9,154532,,,,,102247,,,,,25033,,,,,Kent 3
A9007,Both,Stomach,05yrs,353931,42,8.4,6.0,11.7,249126,34,7.8,5.4,11.3,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Stomach,05yrs,295969,16,8.7,4.8,14.3,139882,,,,,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Stomach,05yrs,312126,17,5.0,2.8,8.2,218973,,,,,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Stomach,05yrs,304022,23,5.6,3.6,8.6,151330,,,,,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Stomach,05yrs,294744,17,4.7,2.7,7.6,210872,,,,,56960,,,,,19835,,,,,Kent 2
A9012,Both,Stomach,05yrs,298228,31,10.2,6.9,14.6,118689,20,13.2,7.8,21.3,116324,,,,,49038,,,,,New Castle 6
A9013,Both,Stomach,05yrs,292177,25,7.7,4.9,11.6,76274,,,,,188827,18,8.8,5.1,14.2,20307,,,,,New Castle 1
A9014,Both,Stomach,05yrs,320448,23,6.2,3.9,9.4,182608,,,,,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Stomach,05yrs,381141,34,6.0,4.1,8.7,271412,30,6.0,3.9,9.1,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Stomach,05yrs,1617979533,122802,6.4,6.3,6.4,1002418996,74279,5.2,5.1,5.2,212147875,19011,9.7,9.5,9.8,289871306,18651,9.4,9.3,9.6,
Statewide,Both,Stomach,05yrs,4786239,399,6.3,5.7,7.0,3039483,267,5.6,5.0,6.4,1088395,85,8.0,6.3,10.0,441816,28,12.3,7.8,18.2,
A9001,Female,Stomach,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Stomach,05yrs,152387,,,,,98855,,,,,39822,,,,,8591,,,,,Kent 1
A9003,Female,Stomach,05yrs,171004,17,5.6,3.2,9.6,126951,,,,,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Stomach,05yrs,202011,19,5.0,2.7,9.0,175400,,,,,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Stomach,05yrs,164390,,,,,136958,,,,,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Stomach,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Stomach,05yrs,183728,,,,,129535,,,,,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Stomach,05yrs,152016,,,,,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Stomach,05yrs,151673,,,,,107274,,,,,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Stomach,05yrs,157510,,,,,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Stomach,05yrs,151747,,,,,108350,,,,,29969,,,,,9555,,,,,Kent 2
A9012,Female,Stomach,05yrs,156319,,,,,61925,,,,,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Stomach,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Stomach,05yrs,166237,,,,,96185,,,,,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Stomach,05yrs,193224,,,,,139883,,,,,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Stomach,05yrs,821290473,47471,4.6,4.6,4.7,508234510,26112,3.4,3.4,3.5,110548817,8279,7.4,7.2,7.6,143504316,8425,7.8,7.6,8.0,
Statewide,Female,Stomach,05yrs,2471440,145,4.2,3.5,5.0,1569311,93,3.7,2.9,4.6,574714,36,5.9,4.1,8.3,216639,,,,,
A9001,Male,Stomach,05yrs,150901,,,,,113029,,,,,16019,,,,,8250,,,,,New Castle 7
A9002,Male,Stomach,05yrs,142362,,,,,92769,,,,,36146,,,,,8967,,,,,Kent 1
A9003,Male,Stomach,05yrs,158251,24,10.9,6.9,16.6,117826,17,9.0,5.1,15.3,20713,,,,,7914,,,,,New Castle 4
A9004,Male,Stomach,05yrs,184836,25,5.7,3.5,9.6,158687,22,5.4,3.1,10.0,11226,,,,,11083,,,,,Sussex 3
A9005,Male,Stomach,05yrs,150923,,,,,124932,,,,,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Stomach,05yrs,140312,,,,,75732,,,,,47323,,,,,11924,,,,,Kent 3
A9007,Male,Stomach,05yrs,170203,31,13.0,8.7,18.9,119592,25,12.3,7.9,18.9,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Stomach,05yrs,143953,,,,,68794,,,,,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Stomach,05yrs,160453,,,,,111699,,,,,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Stomach,05yrs,146512,,,,,71480,,,,,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Stomach,05yrs,142998,,,,,102522,,,,,26991,,,,,10280,,,,,Kent 2
A9012,Male,Stomach,05yrs,141909,19,15.1,8.9,23.9,56765,,,,,53581,,,,,24586,,,,,New Castle 6
A9013,Male,Stomach,05yrs,139059,,,,,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Stomach,05yrs,154211,,,,,86423,,,,,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Stomach,05yrs,187917,29,11.2,7.3,16.5,131528,25,10.7,6.7,16.9,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Stomach,05yrs,796689060,75331,8.5,8.5,8.6,494184486,48167,7.2,7.2,7.3,101599058,10732,13.0,12.8,13.3,146366990,10226,11.6,11.4,11.9,
Statewide,Male,Stomach,05yrs,2314799,254,8.9,7.8,10.2,1470172,174,8.0,6.8,9.4,513681,49,10.6,7.7,14.2,225177,17,15.6,8.5,25.8,
A9001,Both,Brain,05yrs,313287,,,,,233407,,,,,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Brain,05yrs,294749,30,8.5,5.7,12.3,191624,26,10.7,6.9,16.1,75967,,,,,17558,,,,,Kent 1
A9003,Both,Brain,05yrs,329254,25,5.7,3.6,8.7,244777,20,5.6,3.2,9.2,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Brain,05yrs,386847,46,8.9,6.0,12.9,334087,42,8.1,5.2,12.2,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Brain,05yrs,315313,28,7.3,4.7,11.1,261890,26,8.5,5.2,13.1,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Brain,05yrs,294002,28,8.8,5.8,12.8,154532,17,8.6,4.8,14.4,102247,,,,,25033,,,,,Kent 3
A9007,Both,Brain,05yrs,353931,19,4.6,2.7,7.5,249126,,,,,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Brain,05yrs,295969,18,5.8,3.4,9.4,139882,,,,,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Brain,05yrs,312126,,,,,218973,,,,,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Brain,05yrs,304022,22,6.4,3.9,9.8,151330,,,,,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Brain,05yrs,294744,20,5.6,3.3,8.9,210872,,,,,56960,,,,,19835,,,,,Kent 2
A9012,Both,Brain,05yrs,298228,17,5.5,3.2,8.9,118689,,,,,116324,,,,,49038,,,,,New Castle 6
A9013,Both,Brain,05yrs,292177,,,,,76274,,,,,188827,,,,,20307,,,,,New Castle 1
A9014,Both,Brain,05yrs,320448,18,4.8,2.8,7.7,182608,,,,,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Brain,05yrs,381141,34,7.3,4.8,10.5,271412,29,8.5,5.2,13.1,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Brain,05yrs,1617979533,115367,6.4,6.4,6.5,1002418996,89304,7.3,7.2,7.3,212147875,8448,4.1,4.0,4.2,289871306,12457,5.2,5.1,5.3,
Statewide,Both,Brain,05yrs,4786239,347,6.1,5.5,6.9,3039483,266,6.6,5.8,7.6,1088395,44,3.9,2.8,5.3,441816,27,8.0,4.8,12.3,
A9001,Female,Brain,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Brain,05yrs,152387,,,,,98855,,,,,39822,,,,,8591,,,,,Kent 1
A9003,Female,Brain,05yrs,171004,,,,,126951,,,,,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Brain,05yrs,202011,23,9.5,5.2,16.0,175400,19,6.7,3.2,12.9,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Brain,05yrs,164390,16,7.1,3.8,12.4,136958,,,,,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Brain,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Brain,05yrs,183728,,,,,129535,,,,,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Brain,05yrs,152016,,,,,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Brain,05yrs,151673,,,,,107274,,,,,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Brain,05yrs,157510,,,,,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Brain,05yrs,151747,,,,,108350,,,,,29969,,,,,9555,,,,,Kent 2
A9012,Female,Brain,05yrs,156319,,,,,61925,,,,,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Brain,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Brain,05yrs,166237,,,,,96185,,,,,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Brain,05yrs,193224,17,7.3,4.0,12.3,139883,,,,,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Brain,05yrs,821290473,50755,5.4,5.4,5.5,508234510,38858,6.1,6.1,6.2,110548817,3859,3.4,3.3,3.6,143504316,5753,4.7,4.5,4.8,
Statewide,Female,Brain,05yrs,2471440,157,5.2,4.4,6.2,1569311,117,5.3,4.3,6.5,574714,26,4.3,2.8,6.3,216639,,,,,
A9001,Male,Brain,05yrs,150901,,,,,113029,,,,,16019,,,,,8250,,,,,New Castle 7
A9002,Male,Brain,05yrs,142362,19,11.3,6.7,18.0,92769,18,14.9,8.6,24.3,36146,,,,,8967,,,,,Kent 1
A9003,Male,Brain,05yrs,158251,,,,,117826,,,,,20713,,,,,7914,,,,,New Castle 4
A9004,Male,Brain,05yrs,184836,23,8.6,5.0,14.2,158687,23,9.8,5.5,16.6,11226,,,,,11083,,,,,Sussex 3
A9005,Male,Brain,05yrs,150923,,,,,124932,,,,,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Brain,05yrs,140312,16,10.6,6.0,17.4,75732,,,,,47323,,,,,11924,,,,,Kent 3
A9007,Male,Brain,05yrs,170203,,,,,119592,,,,,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Brain,05yrs,143953,,,,,68794,,,,,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Brain,05yrs,160453,,,,,111699,,,,,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Brain,05yrs,146512,,,,,71480,,,,,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Brain,05yrs,142998,,,,,102522,,,,,26991,,,,,10280,,,,,Kent 2
A9012,Male,Brain,05yrs,141909,,,,,56765,,,,,53581,,,,,24586,,,,,New Castle 6
A9013,Male,Brain,05yrs,139059,,,,,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Brain,05yrs,154211,,,,,86423,,,,,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Brain,05yrs,187917,17,7.3,4.0,12.3,131528,,,,,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Brain,05yrs,796689060,64612,7.6,7.5,7.6,494184486,50446,8.6,8.5,8.6,101599058,4589,4.8,4.7,5.0,146366990,6704,5.9,5.7,6.0,
Statewide,Male,Brain,05yrs,2314799,190,7.2,6.2,8.4,1470172,149,8.1,6.7,9.6,513681,18,3.6,2.1,5.8,225177,,,,,
A9001,Female,Ovary,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Ovary,05yrs,152387,26,12.7,8.2,19.0,98855,19,13.5,7.9,22.0,39822,,,,,8591,,,,,Kent 1
A9003,Female,Ovary,05yrs,171004,23,9.2,5.7,14.5,126951,21,10.4,6.2,17.0,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Ovary,05yrs,202011,39,8.7,5.5,13.6,175400,39,9.7,6.0,15.7,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Ovary,05yrs,164390,27,10.5,6.7,16.2,136958,26,11.9,7.3,18.8,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Ovary,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Ovary,05yrs,183728,20,7.9,4.7,12.5,129535,,,,,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Ovary,05yrs,152016,,,,,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Ovary,05yrs,151673,19,11.1,6.6,17.7,107274,,,,,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Ovary,05yrs,157510,16,8.5,4.7,14.3,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Ovary,05yrs,151747,23,11.4,7.1,17.6,108350,21,13.2,8.0,21.1,29969,,,,,9555,,,,,Kent 2
A9012,Female,Ovary,05yrs,156319,20,11.2,6.7,17.6,61925,16,19.9,10.7,34.3,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Ovary,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Ovary,05yrs,166237,21,10.3,6.2,16.1,96185,19,15.1,8.5,25.1,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Ovary,05yrs,193224,36,11.0,7.3,16.1,139883,32,10.6,6.8,16.6,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Ovary,05yrs,821290473,103997,10.4,10.4,10.5,508234510,76179,10.7,10.7,10.8,110548817,9790,8.5,8.4,8.7,143504316,11569,10.0,9.8,10.2,
Statewide,Female,Ovary,05yrs,2471440,325,9.7,8.7,10.9,1569311,264,10.7,9.4,12.3,574714,40,6.2,4.4,8.5,216639,,,,,
A9001,Both,Esoph,05yrs,313287,20,6.9,4.2,10.7,233407,19,7.6,4.5,12.2,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Esoph,05yrs,294749,18,5.0,2.9,8.0,191624,16,6.3,3.6,10.6,75967,,,,,17558,,,,,Kent 1
A9003,Both,Esoph,05yrs,329254,24,4.9,3.1,7.6,244777,23,5.8,3.6,9.2,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Esoph,05yrs,386847,41,5.1,3.4,7.6,334087,39,5.2,3.3,8.3,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Esoph,05yrs,315313,18,3.3,1.9,5.5,261890,18,3.7,2.2,6.3,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Esoph,05yrs,294002,,,,,154532,,,,,102247,,,,,25033,,,,,Kent 3
A9007,Both,Esoph,05yrs,353931,27,5.5,3.6,8.2,249126,26,6.6,4.2,10.1,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Esoph,05yrs,295969,,,,,139882,,,,,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Esoph,05yrs,312126,16,4.6,2.6,7.7,218973,,,,,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Esoph,05yrs,304022,20,5.7,3.5,8.9,151330,18,8.2,4.7,13.6,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Esoph,05yrs,294744,,,,,210872,,,,,56960,,,,,19835,,,,,Kent 2
A9012,Both,Esoph,05yrs,298228,,,,,118689,,,,,116324,,,,,49038,,,,,New Castle 6
A9013,Both,Esoph,05yrs,292177,19,6.6,3.9,10.4,76274,,,,,188827,,,,,20307,,,,,New Castle 1
A9014,Both,Esoph,05yrs,320448,16,3.8,2.2,6.4,182608,,,,,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Esoph,05yrs,381141,33,5.3,3.6,7.8,271412,32,6.2,4.0,9.5,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Esoph,05yrs,1617979533,91240,4.6,4.5,4.6,1002418996,75053,5.1,5.0,5.1,212147875,7738,3.7,3.6,3.8,289871306,5327,2.8,2.7,2.9,
Statewide,Both,Esoph,05yrs,4786239,308,4.7,4.2,5.3,3039483,277,5.6,5.0,6.4,1088395,22,2.1,1.3,3.2,441816,,,,,
A9001,Female,Esoph,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Esoph,05yrs,152387,,,,,98855,,,,,39822,,,,,8591,,,,,Kent 1
A9003,Female,Esoph,05yrs,171004,,,,,126951,,,,,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Esoph,05yrs,202011,,,,,175400,,,,,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Esoph,05yrs,164390,,,,,136958,,,,,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Esoph,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Esoph,05yrs,183728,,,,,129535,,,,,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Esoph,05yrs,152016,,,,,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Esoph,05yrs,151673,,,,,107274,,,,,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Esoph,05yrs,157510,,,,,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Esoph,05yrs,151747,,,,,108350,,,,,29969,,,,,9555,,,,,Kent 2
A9012,Female,Esoph,05yrs,156319,,,,,61925,,,,,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Esoph,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Esoph,05yrs,166237,,,,,96185,,,,,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Esoph,05yrs,193224,,,,,139883,,,,,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Esoph,05yrs,821290473,19162,1.8,1.7,1.8,508234510,14879,1.9,1.8,1.9,110548817,2459,2.1,2.0,2.2,143504316,1083,1.1,1.0,1.1,
Statewide,Female,Esoph,05yrs,2471440,61,1.8,1.3,2.3,1569311,54,2.1,1.5,2.8,574714,,,,,216639,,,,,
A9001,Male,Esoph,05yrs,150901,20,15.5,9.3,24.3,113029,19,17.0,10.1,27.1,16019,,,,,8250,,,,,New Castle 7
A9002,Male,Esoph,05yrs,142362,,,,,92769,,,,,36146,,,,,8967,,,,,Kent 1
A9003,Male,Esoph,05yrs,158251,16,7.1,4.0,12.0,117826,,,,,20713,,,,,7914,,,,,New Castle 4
A9004,Male,Esoph,05yrs,184836,33,8.8,5.5,13.9,158687,31,9.0,5.3,15.0,11226,,,,,11083,,,,,Sussex 3
A9005,Male,Esoph,05yrs,150923,,,,,124932,,,,,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Esoph,05yrs,140312,,,,,75732,,,,,47323,,,,,11924,,,,,Kent 3
A9007,Male,Esoph,05yrs,170203,22,9.7,5.9,15.1,119592,21,11.5,6.9,18.6,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Esoph,05yrs,143953,,,,,68794,,,,,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Esoph,05yrs,160453,,,,,111699,,,,,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Esoph,05yrs,146512,,,,,71480,,,,,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Esoph,05yrs,142998,,,,,102522,,,,,26991,,,,,10280,,,,,Kent 2
A9012,Male,Esoph,05yrs,141909,,,,,56765,,,,,53581,,,,,24586,,,,,New Castle 6
A9013,Male,Esoph,05yrs,139059,,,,,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Esoph,05yrs,154211,,,,,86423,,,,,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Esoph,05yrs,187917,26,9.0,5.7,13.7,131528,25,10.6,6.4,17.0,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Esoph,05yrs,796689060,72078,7.9,7.8,7.9,494184486,60174,8.7,8.7,8.8,101599058,5279,5.9,5.7,6.1,146366990,4244,4.9,4.7,5.0,
Statewide,Male,Esoph,05yrs,2314799,247,8.3,7.3,9.4,1470172,223,9.7,8.4,11.2,513681,16,3.8,2.1,6.3,225177,,,,,
A9001,Female,Cervix,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Cervix,05yrs,152387,22,13.4,8.2,20.6,98855,16,14.2,7.8,23.9,39822,,,,,8591,,,,,Kent 1
A9003,Female,Cervix,05yrs,171004,16,7.8,4.2,13.2,126951,,,,,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Cervix,05yrs,202011,18,8.2,4.2,14.5,175400,17,9.8,4.8,17.7,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Cervix,05yrs,164390,,,,,136958,,,,,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Cervix,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Cervix,05yrs,183728,,,,,129535,,,,,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Cervix,05yrs,152016,,,,,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Cervix,05yrs,151673,,,,,107274,,,,,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Cervix,05yrs,157510,,,,,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Cervix,05yrs,151747,21,14.5,8.8,22.4,108350,16,15.1,8.4,25.0,29969,,,,,9555,,,,,Kent 2
A9012,Female,Cervix,05yrs,156319,,,,,61925,,,,,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Cervix,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Cervix,05yrs,166237,,,,,96185,,,,,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Cervix,05yrs,193224,16,8.4,4.5,14.1,139883,,,,,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Cervix,05yrs,821290473,65417,7.7,7.6,7.8,508234510,38973,7.2,7.2,7.3,110548817,9681,8.8,8.6,9.0,143504316,12026,9.7,9.5,9.9,
Statewide,Female,Cervix,05yrs,2471440,203,7.7,6.6,8.9,1569311,142,8.3,6.8,9.9,574714,40,7.2,5.1,9.9,216639,,,,,
A9001,Both,Larynx,05yrs,313287,,,,,233407,,,,,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Larynx,05yrs,294749,,,,,191624,,,,,75967,,,,,17558,,,,,Kent 1
A9003,Both,Larynx,05yrs,329254,,,,,244777,,,,,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Larynx,05yrs,386847,23,2.7,1.6,4.6,334087,22,2.8,1.6,5.1,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Larynx,05yrs,315313,,,,,261890,,,,,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Larynx,05yrs,294002,,,,,154532,,,,,102247,,,,,25033,,,,,Kent 3
A9007,Both,Larynx,05yrs,353931,20,3.7,2.2,6.0,249126,16,3.9,2.1,6.8,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Larynx,05yrs,295969,,,,,139882,,,,,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Larynx,05yrs,312126,17,5.4,3.0,8.9,218973,,,,,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Larynx,05yrs,304022,19,5.1,3.1,8.1,151330,,,,,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Larynx,05yrs,294744,16,3.8,2.2,6.4,210872,16,4.9,2.8,8.4,56960,,,,,19835,,,,,Kent 2
A9012,Both,Larynx,05yrs,298228,,,,,118689,,,,,116324,,,,,49038,,,,,New Castle 6
A9013,Both,Larynx,05yrs,292177,17,4.6,2.6,7.6,76274,,,,,188827,,,,,20307,,,,,New Castle 1
A9014,Both,Larynx,05yrs,320448,,,,,182608,,,,,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Larynx,05yrs,381141,17,2.6,1.4,4.4,271412,16,2.9,1.6,5.4,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Larynx,05yrs,1617979533,61995,3.1,3.0,3.1,1002418996,47206,3.2,3.2,3.2,212147875,8671,4.0,3.9,4.1,289871306,4276,2.2,2.1,2.3,
Statewide,Both,Larynx,05yrs,4786239,210,3.2,2.7,3.6,3039483,173,3.5,3.0,4.2,1088395,26,2.2,1.4,3.3,441816,,,,,
A9001,Female,Larynx,05yrs,162386,,,,,120378,,,,,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Larynx,05yrs,152387,,,,,98855,,,,,39822,,,,,8591,,,,,Kent 1
A9003,Female,Larynx,05yrs,171004,,,,,126951,,,,,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Larynx,05yrs,202011,,,,,175400,,,,,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Larynx,05yrs,164390,,,,,136958,,,,,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Larynx,05yrs,153690,,,,,78800,,,,,54925,,,,,13110,,,,,Kent 3
A9007,Female,Larynx,05yrs,183728,,,,,129535,,,,,37040,,,,,13724,,,,,Sussex 2
